Date,Open,High,Low,Close,Adj Close,Volume
17-05-23,"₹ 18,300.45","₹ 18,309.00","₹ 18,115.35","₹ 18,181.75","₹ 18,181.75",229900
18-05-23,"₹ 18,287.50","₹ 18,297.20","₹ 18,104.85","₹ 18,129.95","₹ 18,129.95",272100
19-05-23,"₹ 18,186.15","₹ 18,218.10","₹ 18,060.40","₹ 18,203.40","₹ 18,203.40",260900
22-05-23,"₹ 18,201.10","₹ 18,335.25","₹ 18,178.85","₹ 18,314.40","₹ 18,314.40",262600
23-05-23,"₹ 18,362.90","₹ 18,419.75","₹ 18,324.20","₹ 18,348.00","₹ 18,348.00",270400
24-05-23,"₹ 18,294.80","₹ 18,392.60","₹ 18,262.95","₹ 18,285.40","₹ 18,285.40",232600
25-05-23,"₹ 18,268.90","₹ 18,338.10","₹ 18,202.40","₹ 18,321.15","₹ 18,321.15",235900
26-05-23,"₹ 18,368.35","₹ 18,508.55","₹ 18,333.15","₹ 18,499.35","₹ 18,499.35",198700
29-05-23,"₹ 18,619.15","₹ 18,641.20","₹ 18,581.25","₹ 18,598.65","₹ 18,598.65",265300
30-05-23,"₹ 18,606.65","₹ 18,662.45","₹ 18,575.50","₹ 18,633.85","₹ 18,633.85",234400
31-05-23,"₹ 18,594.20","₹ 18,603.90","₹ 18,483.85","₹ 18,534.40","₹ 18,534.40",696500
01-06-23,"₹ 18,579.40","₹ 18,580.30","₹ 18,464.55","₹ 18,487.75","₹ 18,487.75",265600
02-06-23,"₹ 18,550.85","₹ 18,573.70","₹ 18,478.40","₹ 18,534.10","₹ 18,534.10",270900
05-06-23,"₹ 18,612.00","₹ 18,640.15","₹ 18,582.80","₹ 18,593.85","₹ 18,593.85",256100
06-06-23,"₹ 18,600.80","₹ 18,622.75","₹ 18,531.60","₹ 18,599.00","₹ 18,599.00",220800
07-06-23,"₹ 18,665.60","₹ 18,738.95","₹ 18,636.00","₹ 18,726.40","₹ 18,726.40",260100
08-06-23,"₹ 18,725.35","₹ 18,777.90","₹ 18,615.60","₹ 18,634.55","₹ 18,634.55",286500
09-06-23,"₹ 18,655.90","₹ 18,676.65","₹ 18,555.40","₹ 18,563.40","₹ 18,563.40",221800
12-06-23,"₹ 18,595.05","₹ 18,633.60","₹ 18,559.75","₹ 18,601.50","₹ 18,601.50",179500
13-06-23,"₹ 18,631.80","₹ 18,728.90","₹ 18,631.80","₹ 18,716.15","₹ 18,716.15",233200
14-06-23,"₹ 18,744.60","₹ 18,769.70","₹ 18,690.00","₹ 18,755.90","₹ 18,755.90",261400
15-06-23,"₹ 18,774.45","₹ 18,794.10","₹ 18,669.05","₹ 18,688.10","₹ 18,688.10",263000
