Date,Open,High,Low,Close,Adj Close,Volume
27-02-23,"₹ 39,820.40","₹ 40,371.45","₹ 39,745.40","₹ 40,307.10","₹ 40,307.10",165200
28-02-23,"₹ 40,302.70","₹ 40,391.45","₹ 40,073.00","₹ 40,269.05","₹ 40,269.05",327800
01-03-23,"₹ 40,473.85","₹ 40,725.35","₹ 40,341.95","₹ 40,698.15","₹ 40,698.15",169800
02-03-23,"₹ 40,604.55","₹ 40,773.25","₹ 40,312.90","₹ 40,389.80","₹ 40,389.80",149200
03-03-23,"₹ 40,671.40","₹ 41,390.15","₹ 40,605.35","₹ 41,251.35","₹ 41,251.35",213800
06-03-23,"₹ 41,418.40","₹ 41,671.20","₹ 41,259.15","₹ 41,350.40","₹ 41,350.40",180200
08-03-23,"₹ 41,178.35","₹ 41,625.35","₹ 41,100.35","₹ 41,577.10","₹ 41,577.10",157600
09-03-23,"₹ 41,532.65","₹ 41,659.00","₹ 41,208.10","₹ 41,256.75","₹ 41,256.75",119200
10-03-23,"₹ 40,805.25","₹ 40,839.00","₹ 40,341.70","₹ 40,485.45","₹ 40,485.45",145300
13-03-23,"₹ 40,356.10","₹ 40,690.05","₹ 39,454.60","₹ 39,564.70","₹ 39,564.70",174500
14-03-23,"₹ 39,522.40","₹ 39,768.50","₹ 39,132.60","₹ 39,411.40","₹ 39,411.40",205700
15-03-23,"₹ 39,777.90","₹ 39,914.10","₹ 38,934.65","₹ 39,051.50","₹ 39,051.50",164300
16-03-23,"₹ 39,061.70","₹ 39,381.40","₹ 38,613.15","₹ 39,132.60","₹ 39,132.60",196300
17-03-23,"₹ 39,442.40","₹ 39,705.15","₹ 38,926.80","₹ 39,598.10","₹ 39,598.10",173400
20-03-23,"₹ 39,512.10","₹ 39,512.10","₹ 38,941.90","₹ 39,361.95","₹ 39,361.95",173800
21-03-23,"₹ 39,599.65","₹ 39,970.90","₹ 39,366.30","₹ 39,894.70","₹ 39,894.70",187900
22-03-23,"₹ 40,036.00","₹ 40,085.60","₹ 39,837.80","₹ 39,999.05","₹ 39,999.05",0
23-03-23,"₹ 39,836.15","₹ 40,201.60","₹ 39,552.50","₹ 39,616.90","₹ 39,616.90",153200
24-03-23,"₹ 39,555.25","₹ 39,767.90","₹ 39,294.90","₹ 39,395.35","₹ 39,395.35",166100
27-03-23,"₹ 39,484.70","₹ 39,695.20","₹ 39,273.75","₹ 39,431.30","₹ 39,431.30",194200
28-03-23,"₹ 39,545.05","₹ 39,645.20","₹ 39,326.10","₹ 39,567.90","₹ 39,567.90",202300
29-03-23,"₹ 39,611.55","₹ 40,055.00","₹ 39,609.55","₹ 39,910.15","₹ 39,910.15",259600
