Date,Open,High,Low,Close,Adj Close,Volume
23-01-23,"₹ 42,891.45","₹ 43,005.85","₹ 42,727.70","₹ 42,821.25","₹ 42,821.25",203600
24-01-23,"₹ 42,994.45","₹ 43,078.90","₹ 42,615.65","₹ 42,733.45","₹ 42,733.45",159500
25-01-23,"₹ 42,703.60","₹ 42,733.05","₹ 41,540.30","₹ 41,647.65","₹ 41,647.65",244700
27-01-23,"₹ 41,382.35","₹ 41,417.90","₹ 40,148.80","₹ 40,345.30","₹ 40,345.30",350800
30-01-23,"₹ 39,856.15","₹ 40,789.55","₹ 39,419.80","₹ 40,387.45","₹ 40,387.45",369900
31-01-23,"₹ 40,563.85","₹ 40,811.65","₹ 40,167.70","₹ 40,655.05","₹ 40,655.05",289900
01-02-23,"₹ 41,115.00","₹ 42,015.65","₹ 39,490.50","₹ 40,513.00","₹ 40,513.00",400100
02-02-23,"₹ 39,943.35","₹ 40,757.60","₹ 39,761.45","₹ 40,669.30","₹ 40,669.30",348500
03-02-23,"₹ 41,019.35","₹ 41,539.95","₹ 40,609.75","₹ 41,499.70","₹ 41,499.70",308800
06-02-23,"₹ 41,530.15","₹ 41,724.50","₹ 41,261.20","₹ 41,374.65","₹ 41,374.65",197800
07-02-23,"₹ 41,513.10","₹ 41,630.75","₹ 41,095.10","₹ 41,490.95","₹ 41,490.95",171900
08-02-23,"₹ 41,542.05","₹ 41,791.95","₹ 41,403.05","₹ 41,537.65","₹ 41,537.65",136500
09-02-23,"₹ 41,634.00","₹ 41,634.00","₹ 41,252.95","₹ 41,554.30","₹ 41,554.30",142900
10-02-23,"₹ 41,452.40","₹ 41,678.90","₹ 41,424.90","₹ 41,559.40","₹ 41,559.40",155000
13-02-23,"₹ 41,563.50","₹ 41,662.55","₹ 41,157.90","₹ 41,282.20","₹ 41,282.20",147000
14-02-23,"₹ 41,410.45","₹ 41,718.00","₹ 41,195.75","₹ 41,648.35","₹ 41,648.35",143100
15-02-23,"₹ 41,674.60","₹ 41,795.45","₹ 41,455.60","₹ 41,731.05","₹ 41,731.05",116300
16-02-23,"₹ 41,925.70","₹ 41,979.10","₹ 41,521.95","₹ 41,631.35","₹ 41,631.35",111700
17-02-23,"₹ 41,514.00","₹ 41,516.30","₹ 40,882.70","₹ 41,131.75","₹ 41,131.75",138800
20-02-23,"₹ 41,221.55","₹ 41,292.60","₹ 40,580.10","₹ 40,701.70","₹ 40,701.70",143700
21-02-23,"₹ 40,784.90","₹ 40,946.20","₹ 40,508.25","₹ 40,673.60","₹ 40,673.60",170200
22-02-23,"₹ 40,494.15","₹ 40,529.25","₹ 39,899.00","₹ 39,995.90","₹ 39,995.90",155200
23-02-23,"₹ 39,983.70","₹ 40,147.80","₹ 39,600.25","₹ 40,001.55","₹ 40,001.55",200500
24-02-23,"₹ 40,259.10","₹ 40,348.10","₹ 39,818.90","₹ 39,909.40","₹ 39,909.40",144600
